id,x_nm,y_nm,radius_nm,degree,euclidean_nm,graph_distance,incident_intensity,scattered_intensity,total_intensity,dipole_intensity,incident_normalized,scattered_normalized,total_normalized,dipole_normalized,remote
95,216.18842230598267,-85.00005724996166,10,3,354.619205415646,25,7.783387702058716e-37,1.274372346508623e-05,1.2743723465086226e-05,2.3849949071367716e-73,7.783387702058716e-37,0.00014130180405760263,9.826998064202513e-06,9.826998064202521e-06,False
96,-53.96783298163705,-289.60518229385127,10,2,26.058010594613133,2,0.6383051697298374,0.06434470961531663,1.0434241349533409,1.952774049645052e-68,0.6383051697298374,0.7134511020359222,0.8046099699527092,0.8046099699527101,False
97,428.4573404339807,-78.01746422934211,10,2,546.674882315243,34,1.5423008856986895e-86,1.6859361281412203e-06,1.6859361281412203e-06,3.1552388047267625e-74,1.5423008856986895e-86,1.8693580183602332e-05,1.300066743679984e-06,1.3000667436799875e-06,True
98,436.4008066150278,-101.1635005432585,10,3,545.9658978915536,35,2.5739734229185614e-86,1.3291125848505403e-06,1.3291125848505403e-06,2.48744156648136e-74,2.5739734229185614e-86,1.4737137583813228e-05,1.0249113482583785e-06,1.024911348258381e-06,True
99,338.7242390522767,-112.29731552031788,10,2,450.63381112068265,31,4.907740050150178e-59,2.287265286612064e-06,2.287265286612064e-06,4.280629656462492e-74,4.907740050150178e-59,2.5361089499632152e-05,1.7637664223830737e-06,1.7637664223830765e-06,False
100,254.360826874265,62.844208062768644,10,3,479.35201184571537,26,1.0523703080869805e-66,5.515502137539974e-06,5.515502137539974e-06,1.0322292808984621e-73,1.0523703080869805e-66,6.11556272743312e-05,4.253139121953115e-06,4.253139121953118e-06,False
101,27.534068457089678,-201.47163327426773,10,4,133.27239156057306,9,7.943468307872736e-06,0.0010315542474648395,0.001139002945137854,2.1316503224587065e-71,7.943468307872736e-06,0.0114378247887599,0.000878313137259756,0.0008783131372597562,False
102,185.18726854100956,50.91755314399692,10,3,424.72348278951705,23,1.5972522048588868e-52,7.195346332061099e-06,7.195346332061099e-06,1.3466130526189096e-73,1.5972522048588868e-52,7.978166038559812e-05,5.548508226041662e-06,5.548508226041673e-06,False
103,235.914956008024,-99.48064287656163,10,3,363.7220373288397,26,1.0318062732439822e-38,9.749051165082124e-06,9.749051165082124e-06,1.8245403269961322e-73,1.0318062732439822e-38,0.00010809701899527651,7.51773272462681e-06,7.517732724626825e-06,False
104,208.2116773766529,-286.80455621208546,10,2,287.0791082522324,19,2.166630531743644e-24,1.7170454246348642e-05,1.7170454248732606e-05,3.2134600259214854e-73,2.166630531743644e-24,0.00019038518594229165,1.3240558862254898e-05,1.3240558862254915e-05,False
105,324.64388997261375,59.030225245563415,10,2,528.1460438888331,29,8.064028479286926e-81,3.0692493685524803e-06,3.0692493685524803e-06,5.744117198388132e-74,8.064028479286926e-81,3.403169207706821e-05,2.366773548245378e-06,2.36677354824538e-06,True
106,122.00765257402537,-263.74092703435826,10,2,201.6397483642816,14,2.1155397099153614e-12,0.0001344685161300594,0.00013449260377773145,2.5170365312480756e-72,2.1155397099153614e-12,0.0014909805576197557,0.00010371054900824309,0.00010371054900824323,False
107,207.5605814225642,58.711207893709386,10,2,444.9166316784388,24,1.4488675792942502e-57,6.8189898083665e-06,6.8189898083665e-06,1.276177720689548e-73,1.4488675792942502e-57,7.560863702138352e-05,5.2582904698317586e-06,5.258290469831762e-06,False
