upstream_hotspot,downstream_hotspot,upstream_geodesic_nm,downstream_geodesic_nm,upstream_steps,downstream_steps,upstream_M4,downstream_M4,ratio,delta_log10_M4,upstream_particles,downstream_particles,upstream_coordination,downstream_coordination,upstream_gap_nm,downstream_gap_nm,near_branch,downstream_class,Gamma_DE_PDA,Gamma_DE_corrected
80,117,586.3216980845206,600.0121792268635,27,27,7.704449419379244e-09,5.539947280448114e-10,0.0719058167416001,-1.1432359764237847,"[40, 61]","[61, 117]","[5, 3]","[3, 3]",1.3500043755894566,5.833763039491924,True,transition,0.07190581674160013,0.004663120159190845
106,81,591.7969042822185,596.8053261642282,27,27,9.699875932056949e-09,2.0384605145184824e-09,0.210153256474303,-0.6774638759042608,"[54, 68]","[40, 68]","[3, 3]","[5, 3]",1.870297727987673,3.241706542171901,True,transition,0.21015325647430294,0.05973518367318088
81,126,596.8053261642282,614.0971693875849,27,28,2.0384605145184824e-09,1.7783925030014795e-09,0.8724194019630374,-0.0592746845974768,"[40, 68]","[68, 75]","[5, 3]","[3, 2]",3.241706542171901,3.62051538034812,True,transition,0.8724194019630372,0.7167461577314974
83,82,209.6572526226716,217.36871767672747,11,11,2.608408808042865e-06,1.3626866760004437e-06,0.5224206695663213,-0.2819796485380873,"[41, 66]","[41, 64]","[4, 4]","[4, 2]",1.344034740958424,2.345415363743072,True,transition,0.5224206695663214,0.10380581211075339
84,82,197.9158436518796,217.36871767672747,10,11,5.116644388517071e-05,1.3626866760004437e-06,0.0266324288445494,-1.5745892246356357,"[41, 78]","[41, 64]","[4, 4]","[4, 2]",1.8124810510470617,2.345415363743072,True,transition,0.026632428844549496,0.012702602581380128
82,120,217.36871767672747,220.82996030454316,11,12,1.3626866760004437e-06,3.0282079170028917e-05,22.22233452733859,1.3467896810262652,"[41, 64]","[64, 66]","[4, 2]","[2, 4]",2.345415363743072,1.0712479515867308,True,transition,22.222334527338592,237.94904890675957
84,83,197.9158436518796,209.6572526226716,10,11,5.116644388517071e-05,2.608408808042865e-06,0.0509788957367593,-1.2926095760975482,"[41, 78]","[41, 66]","[4, 4]","[4, 4]",1.8124810510470617,1.344034740958424,True,transition,0.05097889573675934,0.12236889556653494
83,120,209.6572526226716,220.82996030454316,11,12,2.608408808042865e-06,3.0282079170028917e-05,11.609406883099004,1.0648100324881775,"[41, 66]","[64, 66]","[4, 4]","[2, 4]",1.344034740958424,1.0712479515867308,True,transition,11.609406883099009,24.700494262747554
122,83,201.63469220422928,209.6572526226716,10,11,7.804214504558509e-07,2.608408808042865e-06,3.342307936973377,0.5240464602693419,"[66, 78]","[41, 66]","[4, 4]","[4, 4]",3.4828179415839813,1.344034740958424,True,transition,3.3423079369733766,37.293773952458615
83,123,209.6572526226716,222.9776131781576,11,11,2.608408808042865e-06,1.980776441555483e-07,0.0759381135137974,-1.1195401959863776,"[41, 66]","[66, 84]","[4, 4]","[4, 3]",1.344034740958424,1.8647352298357236,True,transition,0.07593811351379749,0.012887379497129915
84,122,197.9158436518796,201.63469220422928,10,10,5.116644388517071e-05,7.804214504558509e-07,0.0152526029013721,-1.8166560363668904,"[41, 78]","[66, 78]","[4, 4]","[4, 4]",1.8124810510470617,3.4828179415839813,True,transition,0.015252602901372165,0.003281215135870359
141,84,177.75189180607111,197.9158436518796,9,10,4.532365063743959e-07,5.116644388517071e-05,112.89126794853696,2.0526603508848678,"[78, 90]","[41, 78]","[4, 4]","[4, 4]",4.289920161417964,1.8124810510470617,True,transition,112.89126794853696,730.5737847240674
86,85,568.1379559762632,570.6826250344178,26,26,1.400392520662273e-08,8.705774341580906e-09,0.6216667265163467,-0.2064423767641498,"[42, 154]","[42, 54]","[4, 3]","[4, 3]",3.064833565816219,2.018947270478982,True,transition,0.6216667265163467,1.5544868714847322
85,106,570.6826250344178,591.7969042822185,26,27,8.705774341580906e-09,9.699875932056949e-09,1.114188761558862,0.0469587735655468,"[42, 54]","[54, 68]","[4, 3]","[3, 3]",2.018947270478982,1.870297727987673,True,transition,1.1141887615588622,1.435958149508706
167,86,546.5753211677218,568.1379559762632,25,26,2.094847539633924e-08,1.400392520662273e-08,0.6684937658551479,-0.1749026384653222,"[95, 154]","[42, 154]","[3, 3]","[4, 3]",2.720383102708748,3.064833565816219,True,transition,0.668493765855148,0.5177852091181108
180,86,558.8107563049274,568.1379559762632,26,26,1.953063237567654e-09,1.400392520662273e-08,7.170236445627447,0.8555334771933438,"[103, 154]","[42, 154]","[3, 3]","[4, 3]",4.85134648728982,3.064833565816219,True,transition,7.170236445627447,15.151265687715142
88,87,330.75212365891906,333.46980716609505,16,16,1.989378597817935e-08,1.678586433485341e-07,8.437742495704494,0.9262262673837324,"[43, 60]","[43, 52]","[3, 2]","[3, 2]",3.3268124702682518,3.8874347554086057,True,transition,8.437742495704494,6.820317151560516
87,102,333.46980716609505,356.0546877147582,16,17,1.678586433485341e-07,3.347852608895713e-07,1.9944475554615224,0.2998226209050111,"[43, 52]","[52, 91]","[3, 2]","[2, 2]",3.8874347554086057,1.4214536977109589,True,transition,1.9944475554615222,22.212588531749745
88,116,330.75212365891906,344.5198053515114,16,17,1.989378597817935e-08,3.020138705438862e-09,0.1518131696375705,-0.8186905522031345,"[43, 60]","[60, 74]","[3, 2]","[2, 3]",3.3268124702682518,4.962888139958778,True,transition,0.15181316963757047,0.08144470360294429
90,89,568.5324038695861,572.5889541841094,26,26,2.7528283357335723e-09,9.308615481023922e-10,0.3381473287016048,-0.4708940390673681,"[44, 49]","[44, 45]","[3, 3]","[3, 3]",3.467222600103476,4.262872422200189,True,transition,0.33814732870160485,0.23578078540475866
89,91,572.5889541841094,580.6638400806862,26,27,9.308615481023922e-10,2.5551575169548994e-09,2.7449383016880606,0.4385325872059447,"[44, 45]","[45, 49]","[3, 3]","[3, 3]",4.262872422200189,1.980603109173892,True,transition,2.7449383016880606,12.57949743308379
89,92,572.5889541841094,595.7531519704781,26,27,9.308615481023922e-10,1.793535858120613e-09,1.9267482492716836,0.2848249730391322,"[44, 45]","[45, 79]","[3, 3]","[3, 2]",4.262872422200189,3.0031896845764514,True,transition,1.9267482492716834,3.416837984325283
90,91,568.5324038695861,580.6638400806862,26,27,2.7528283357335723e-09,2.5551575169548994e-09,0.9281935541665376,-0.0323614518614233,"[44, 49]","[45, 49]","[3, 3]","[3, 3]",3.467222600103476,1.980603109173892,True,transition,0.9281935541665377,2.9660037847696414
90,98,568.5324038695861,592.1379456100192,26,27,2.7528283357335723e-09,1.540494648827153e-09,0.5596043272406388,-0.2521189359073985,"[44, 49]","[49, 50]","[3, 3]","[3, 2]",3.467222600103476,4.377467757535918,True,transition,0.5596043272406388,0.3740829535608752
91,92,580.6638400806862,595.7531519704781,27,27,2.5551575169548994e-09,1.793535858120613e-09,0.7019277074777188,-0.1537076141668125,"[45, 49]","[45, 79]","[3, 3]","[3, 2]",1.980603109173892,3.0031896845764514,True,transition,0.7019277074777188,0.2716195939067548
91,98,580.6638400806862,592.1379456100192,27,27,2.5551575169548994e-09,1.540494648827153e-09,0.6028961575187084,-0.2197574840459752,"[45, 49]","[49, 50]","[3, 3]","[3, 2]",1.980603109173892,4.377467757535918,True,transition,0.6028961575187084,0.12612355907358655
92,142,595.7531519704781,618.160121333882,27,28,1.793535858120613e-09,7.187271406095024e-10,0.4007319604764595,-0.3971460189223316,"[45, 79]","[79, 105]","[3, 2]","[2, 2]",3.0031896845764514,3.877210687516488,True,remote,0.40073196047645954,0.25762370528366074
94,93,614.4276790552589,620.5712649317784,28,28,3.309458041177801e-09,7.909380525320846e-10,0.2389932256855561,-0.6216144090480035,"[46, 117]","[46, 48]","[3, 3]","[3, 3]",1.8828900397862576,5.369610398436091,True,transition,0.2389932256855561,0.038686419343078475
93,96,620.5712649317784,644.2987318165135,28,29,7.909380525320846e-10,2.921257395889617e-09,3.6934085881158376,0.5674273546990519,"[46, 48]","[48, 63]","[3, 3]","[3, 2]",5.369610398436091,2.80325729161072,True,transition,3.693408588115838,9.019466423014824
93,97,620.5712649317784,638.0749939681226,28,29,7.909380525320846e-10,2.172096895640984e-10,0.2746228846478304,-0.5612632753215478,"[46, 48]","[48, 126]","[3, 3]","[3, 3]",5.369610398436091,5.622461476312871,True,transition,0.2746228846478305,0.2943203004044897
117,94,600.0121792268635,614.4276790552589,27,28,5.539947280448114e-10,3.309458041177801e-09,5.973807824593785,0.7762512473841265,"[61, 117]","[46, 117]","[3, 3]","[3, 3]",5.833763039491924,1.8828900397862576,True,transition,5.973807824593786,32.307407523565026
94,197,614.4276790552589,624.607446148185,28,28,3.309458041177801e-09,1.4427688514259186e-09,0.4359532084934525,-0.3605601217030007,"[46, 117]","[117, 126]","[3, 3]","[3, 3]",1.8828900397862576,3.382548133323596,True,transition,0.4359532084934524,0.11964860297151764
107,95,126.6156315069239,149.5436616205417,6,7,9.255282590251928e-05,1.5699337997008277e-05,0.1696257012567451,-0.7705083438934134,"[55, 58]","[47, 55]","[3, 4]","[2, 3]",2.952129439124871,2.970979785075425,True,source,0.16962570125674512,0.16621163966625965
108,95,133.38433253605552,149.5436616205417,8,7,1.1112562114213937e-05,1.5699337997008277e-05,1.4127559275396495,0.1500671381552911,"[55, 199]","[47, 55]","[3, 4]","[2, 3]",2.26872341133069,2.970979785075425,True,source,1.4127559275396495,0.8126173335047859
97,96,638.0749939681226,644.2987318165135,29,29,2.172096895640984e-10,2.921257395889617e-09,13.449019708798748,1.1286906300205997,"[48, 126]","[48, 63]","[3, 3]","[3, 2]",5.622461476312871,2.80325729161072,True,transition,13.449019708798748,30.645070729471293
96,119,644.2987318165135,666.5481768728687,29,30,2.921257395889617e-09,3.536743465546122e-09,1.2106921733506026,0.0830337348777845,"[48, 63]","[63, 67]","[3, 2]","[2, 3]",2.80325729161072,1.7514159879434956,True,transition,1.2106921733506026,3.942231681975764
197,97,624.607446148185,638.0749939681226,28,29,1.4427688514259186e-09,2.172096895640984e-10,0.1505505815082059,-0.8223175626665505,"[117, 126]","[48, 126]","[3, 3]","[3, 3]",3.382548133323596,5.622461476312871,True,transition,0.1505505815082059,0.09516365657306841
97,208,638.0749939681226,646.9019114654717,29,29,2.172096895640984e-10,1.7646333810240435e-09,8.124100653913517,0.9097752954772824,"[48, 126]","[126, 144]","[3, 3]","[3, 2]",5.622461476312871,2.9437415250790764,True,transition,8.124100653913516,16.45128930393433
98,99,592.1379456100192,615.3414443003772,27,28,1.540494648827153e-09,1.7228345138697147e-09,1.1183644910298034,0.0485833694221426,"[49, 50]","[50, 57]","[3, 2]","[2, 2]",4.377467757535918,3.1952386518121862,True,transition,1.1183644910298034,1.9095634277458757
99,110,615.3414443003772,638.106455608958,28,29,1.7228345138697147e-09,2.0222559289699383e-09,1.1737958072523655,0.0695925538993013,"[50, 57]","[57, 77]","[2, 2]","[2, 2]",3.1952386518121862,2.8110110313244405,False,remote,1.1737958072523655,1.5075462036237033
100,101,288.756600494825,298.3955268970099,15,15,8.385422280911002e-09,4.217572976144672e-07,50.29648877368725,1.70153766777087,"[51, 150]","[51, 151]","[3, 3]","[3, 2]",3.068758093096978,3.5003998493329758,True,transition,50.29648877368726,43.67407615489045
101,232,298.3955268970099,318.3378680329732,15,16,4.217572976144672e-07,9.624703151441624e-09,0.0228204780471627,-1.6416752621496058,"[51, 151]","[151, 165]","[3, 2]","[2, 1]",3.5003998493329758,3.9674456027046814,True,transition,0.022820478047162723,0.01701063939598448
102,161,356.0546877147582,376.787161719388,17,18,3.347852608895713e-07,1.4315200747304286e-08,0.0427593517984238,-1.368968887011001,"[52, 91]","[91, 104]","[2, 2]","[2, 2]",1.4214536977109589,2.8037476864170827,False,transition,0.04275935179842384,0.006479100643350585
104,103,480.11249632344,480.5831074470795,22,22,1.5814801177630752e-08,7.41643857769115e-08,4.689555369296286,0.6711316679144346,"[53, 125]","[53, 71]","[4, 4]","[4, 4]",3.519948660288509,1.217259714972986,True,transition,4.689555369296285,73.5336757883646
105,103,473.0412409818477,480.5831074470795,22,22,5.556017257318021e-09,7.41643857769115e-08,13.34848009682242,1.1254318182742709,"[53, 166]","[53, 71]","[4, 2]","[4, 4]",4.238056866566151,1.217259714972986,True,transition,13.34848009682242,290.6695879512395
103,129,480.5831074470795,498.1474445773469,22,23,7.41643857769115e-08,1.596076324563843e-08,0.2152079206001765,-0.6671417487600723,"[53, 71]","[71, 80]","[4, 4]","[4, 2]",1.217259714972986,2.8159751372841484,True,transition,0.2152079206001765,0.020108439545619756
103,130,480.5831074470795,503.392764003044,22,23,7.41643857769115e-08,1.0387145545848804e-08,0.1400557078311633,-0.8536991872398058,"[53, 71]","[71, 87]","[4, 4]","[4, 3]",1.217259714972986,4.40718035822897,True,transition,0.14005570783116333,0.006095748078082936
103,131,480.5831074470795,490.7211261809264,22,23,7.41643857769115e-08,1.5204192901395006e-08,0.2050066584132393,-0.6882320332605013,"[53, 71]","[71, 125]","[4, 4]","[4, 4]",1.217259714972986,3.271101961403513,True,transition,0.20500665841323937,0.014842143397626423
105,104,473.0412409818477,480.11249632344,22,22,5.556017257318021e-09,1.5814801177630752e-08,2.846427655853756,0.4543001503598365,"[53, 166]","[53, 125]","[4, 2]","[4, 4]",4.238056866566151,3.519948660288509,True,transition,2.8464276558537565,3.952877165936982
104,131,480.11249632344,490.7211261809264,22,23,1.5814801177630752e-08,1.5204192901395006e-08,0.9613900757032964,-0.0171003653460667,"[53, 125]","[71, 125]","[4, 4]","[4, 4]",3.519948660288509,3.271101961403513,True,transition,0.9613900757032962,1.0913973606054777
104,206,480.11249632344,500.444367917938,22,23,1.5814801177630752e-08,3.648733365494573e-08,2.3071636023192785,0.3630783916885295,"[53, 125]","[125, 128]","[4, 4]","[4, 2]",3.519948660288509,1.9073302725366863,True,transition,2.3071636023192785,8.689756876616126
104,207,480.11249632344,484.8012153119919,22,23,1.5814801177630752e-08,2.131755841195314e-08,1.3479498207100933,0.1296737252895555,"[53, 125]","[125, 166]","[4, 4]","[4, 2]",3.519948660288509,3.0840084594277606,True,transition,1.347949820710093,1.6660744655968835
105,207,473.0412409818477,484.8012153119919,22,23,5.556017257318021e-09,2.131755841195314e-08,3.836841648372321,0.5839738756493921,"[53, 166]","[125, 166]","[4, 2]","[4, 2]",4.238056866566151,3.0840084594277606,True,transition,3.8368416483723213,6.585787711808581
106,126,591.7969042822185,614.0971693875849,27,28,9.699875932056949e-09,1.7783925030014795e-09,0.1833417783338962,-0.7367385605017378,"[54, 68]","[68, 75]","[3, 3]","[3, 2]",1.870297727987673,3.62051538034812,True,transition,0.18334177833389617,0.04281496337913768
107,108,126.6156315069239,133.38433253605552,6,8,9.255282590251928e-05,1.1112562114213937e-05,0.1200672373409557,-0.9205754820487044,"[55, 58]","[55, 199]","[3, 4]","[3, 4]",2.952129439124871,2.26872341133069,True,source,0.12006723734095572,0.2045386343771373
111,107,110.81816575841924,126.6156315069239,6,6,1.743578222879367e-06,9.255282590251928e-05,53.08211853533957,1.724948247460055,"[58, 59]","[55, 58]","[4, 3]","[3, 4]",5.477407164367747,2.952129439124871,True,source,53.082118535339575,0.08995164011819548
112,107,104.13272101339376,126.6156315069239,5,6,0.0014542787541612,9.255282590251928e-05,0.0636417369350208,-1.1962579759299032,"[58, 62]","[55, 58]","[4, 3]","[3, 4]",2.4955788614805137,2.952129439124871,True,source,0.06364173693502245,0.04547624336371923
113,107,121.90826781649308,126.6156315069239,7,6,3.718055892384083e-05,9.255282590251928e-05,2.489280112547549,0.3960737694446291,"[58, 199]","[55, 58]","[4, 4]","[3, 4]",3.469867272522233,2.952129439124871,True,source,2.489280112547549,3.3156738350360606
113,108,121.90826781649308,133.38433253605552,7,8,3.718055892384083e-05,1.1112562114213937e-05,0.2988809860813675,-0.5245017126040754,"[58, 199]","[55, 199]","[4, 4]","[3, 4]",3.469867272522233,2.26872341133069,True,source,0.29888098608136754,0.6781833982582814
115,108,117.92491776904694,133.38433253605552,6,8,0.0004799484103034,1.1112562114213937e-05,0.0231536595926798,-1.635380356037077,"[59, 199]","[55, 199]","[3, 4]","[3, 4]",2.180204116147685,2.26872341133069,True,source,0.0231536595926823,0.02057065395478897
165,108,132.86419956236827,133.38433253605552,7,8,1.4881182910891896e-05,1.1112562114213937e-05,0.7467526056735976,-0.1268232533201638,"[94, 199]","[55, 199]","[4, 4]","[3, 4]",1.881727902106551,2.26872341133069,True,source,0.7467526056735977,0.5003473735416145
109,177,482.15450600985736,505.2158872618364,22,23,4.640432727101723e-09,1.693425764974251e-09,0.364928416068627,-0.437792317886899,"[56, 102]","[102, 107]","[3, 3]","[3, 2]",3.021949395935984,3.691901224968316,True,transition,0.364928416068627,0.2685509235489735
109,178,482.15450600985736,503.175332822598,22,23,4.640432727101723e-09,3.2240279769711754e-09,0.6947688214811829,-0.1581596792325637,"[56, 102]","[102, 119]","[3, 3]","[3, 3]",3.021949395935984,2.7566548688974706,True,transition,0.6947688214811829,0.871209526142925
110,140,638.106455608958,660.193532041212,29,30,2.0222559289699383e-09,1.928351359093889e-09,0.95356444823288,-0.0206499491140131,"[57, 77]","[77, 163]","[2, 2]","[2, 3]",2.8110110313244405,2.1105520705973007,True,remote,0.9535644482328799,1.8432493174726223
112,111,104.13272101339376,110.81816575841924,5,6,0.0014542787541612,1.743578222879367e-06,0.0011989298598293,-2.9212062233899583,"[58, 62]","[58, 59]","[4, 3]","[4, 3]",2.4955788614805137,5.477407164367747,True,source,0.0011989298598294035,0.5055632482516598
111,113,110.81816575841924,121.90826781649308,6,7,1.743578222879367e-06,3.718055892384083e-05,21.324284988166685,1.328874478015426,"[58, 59]","[58, 199]","[4, 3]","[4, 4]",5.477407164367747,3.469867272522233,True,source,21.324284988166685,0.027129218552106826
114,111,99.570376327679,110.81816575841924,5,6,0.0132388443327013,1.743578222879367e-06,0.0001317016938232,-3.880408639515291,"[59, 62]","[58, 59]","[3, 3]","[4, 3]",1.3030625699531662,5.477407164367747,True,source,0.00013170169382327056,0.00825098680271479
111,115,110.81816575841924,117.92491776904694,6,6,1.743578222879367e-06,0.0004799484103034,275.2663482518481,2.439753121448428,"[58, 59]","[59, 199]","[4, 3]","[3, 4]",5.477407164367747,2.180204116147685,True,source,275.26634825181924,0.8944093692984476
112,113,104.13272101339376,121.90826781649308,5,7,0.0014542787541612,3.718055892384083e-05,0.0255663220118242,-1.5923317453745325,"[58, 62]","[58, 199]","[4, 3]","[4, 4]",2.4955788614805137,3.469867272522233,True,source,0.025566322011824932,0.013715535853732318
114,112,99.570376327679,104.13272101339376,5,5,0.0132388443327013,0.0014542787541612,0.1098493733753647,-0.9592024161253327,"[59, 62]","[58, 62]","[3, 3]","[4, 3]",1.3030625699531662,2.4955788614805137,True,source,0.10984937337536199,0.016320384899907926
118,112,81.16737984050741,104.13272101339376,4,5,0.0232897473262369,0.0014542787541612,0.062442873844446,-1.2045171173638896,"[62, 83]","[58, 62]","[3, 3]","[4, 3]",3.440054383086615,2.4955788614805137,True,source,0.06244287384444453,0.13229708294640422
115,113,117.92491776904694,121.90826781649308,6,7,0.0004799484103034,3.718055892384083e-05,0.0774678238861822,-1.1108786434330018,"[59, 199]","[58, 199]","[3, 4]","[4, 4]",2.180204116147685,3.469867272522233,True,source,0.07746782388619038,0.03033199280256457
113,165,121.90826781649308,132.86419956236827,7,7,3.718055892384083e-05,1.4881182910891896e-05,0.400240968441973,-0.3976784592839115,"[58, 199]","[94, 199]","[4, 4]","[4, 4]",3.469867272522233,1.881727902106551,True,source,0.400240968441973,1.3554251188686934
114,115,99.570376327679,117.92491776904694,5,6,0.0132388443327013,0.0004799484103034,0.0362530443173146,-1.4406555180668634,"[59, 62]","[59, 199]","[3, 3]","[3, 4]",1.3030625699531662,2.180204116147685,True,source,0.03625304431731086,0.007379759902305951
118,114,81.16737984050741,99.570376327679,4,5,0.0232897473262369,0.0132388443327013,0.5684408743149894,-0.2453147012385566,"[62, 83]","[59, 62]","[3, 3]","[3, 3]",3.440054383086615,1.3030625699531662,True,source,0.5684408743149898,8.106247723799124
115,165,117.92491776904694,132.86419956236827,6,7,0.0004799484103034,1.4881182910891896e-05,0.0310057968552977,-1.5085571027169131,"[59, 199]","[94, 199]","[3, 4]","[4, 4]",2.180204116147685,1.881727902106551,True,source,0.031005796855301047,0.04111274494994044
136,116,339.8689694449753,344.5198053515114,17,17,2.88249535948866e-07,3.020138705438862e-09,0.0104775145448096,-1.9797417276092537,"[74, 92]","[60, 74]","[3, 2]","[2, 3]",2.7714855531438687,4.962888139958778,True,transition,0.010477514544809602,0.003685642650627454
137,116,324.63645436118,344.5198053515114,16,17,2.6688591623903496e-07,3.020138705438862e-09,0.0113162161121079,-1.946298767171238,"[74, 122]","[60, 74]","[3, 4]","[2, 3]",1.1088481980717295,4.962888139958778,True,transition,0.011316216112107957,0.0003434020457081077
117,197,600.0121792268635,624.607446148185,27,28,5.539947280448114e-10,1.4427688514259186e-09,2.604300688054952,0.4156911256811258,"[61, 117]","[117, 126]","[3, 3]","[3, 3]",5.833763039491924,3.382548133323596,True,transition,2.6043006880549524,3.865536175826054
147,118,60.63904239466997,81.16737984050741,3,4,9.957023822885926,0.0232897473262369,0.0023390269763848,-2.6309647693718947,"[83, 86]","[62, 83]","[3, 3]","[3, 3]",1.9534173207280008,3.440054383086615,True,source,0.0023390269763848615,0.0005891735937330332
148,118,75.68529538538121,81.16737984050741,4,4,0.0138095649354229,0.0232897473262369,1.6864939217959196,0.2269847803101305,"[83, 112]","[62, 83]","[3, 2]","[3, 3]",2.8865705326645674,3.440054383086615,True,source,1.6864939217959283,1.1798623408535598
119,124,666.5481768728687,689.5668749618271,30,31,3.536743465546122e-09,2.9721457967618607e-10,0.0840362278382812,-1.075533450147411,"[63, 67]","[67, 69]","[2, 3]","[3, 2]",1.7514159879434956,4.87157689794774,True,remote,0.08403622783828119,0.009984493627411583
119,125,666.5481768728687,684.3554527387522,30,31,3.536743465546122e-09,1.0983353187708908e-10,0.0310549896951967,-1.507868610527912,"[63, 67]","[67, 149]","[2, 3]","[3, 3]",1.7514159879434956,5.164908685792632,True,remote,0.0310549896951967,0.004128387382837668
122,120,201.63469220422928,220.82996030454316,10,12,7.804214504558509e-07,3.0282079170028917e-05,38.80221276893516,1.5888564927575195,"[66, 78]","[64, 66]","[4, 4]","[2, 4]",3.4828179415839813,1.0712479515867308,True,transition,38.80221276893516,921.1746495489081
120,123,220.82996030454316,222.9776131781576,12,11,3.0282079170028917e-05,1.980776441555483e-07,0.0065410846805919,-2.184350228474555,"[64, 66]","[66, 84]","[2, 4]","[4, 3]",1.0712479515867308,1.8647352298357236,True,transition,0.006541084680591935,0.0005217458144781428
132,121,150.54440400297116,173.38005130911995,8,9,8.112525049189695e-05,1.189781857712471e-05,0.1466598685980402,-0.8336887084524469,"[72, 94]","[65, 72]","[3, 4]","[2, 3]",2.2454926084629,3.4266310581966835,True,transition,0.14665986859804028,0.060537529668638144
133,121,168.9558367509661,173.38005130911995,9,9,1.3605081088262602e-06,1.189781857712471e-05,8.74512875001474,0.941766207755157,"[72, 155]","[65, 72]","[3, 1]","[2, 3]",3.085076694913951,3.4266310581966835,True,transition,8.74512875001474,7.837168968129991
122,123,201.63469220422928,222.9776131781576,10,11,7.804214504558509e-07,1.980776441555483e-07,0.2538085595159506,-0.5954937357170356,"[66, 78]","[66, 84]","[4, 4]","[4, 3]",3.4828179415839813,1.8647352298357236,True,transition,0.2538085595159506,0.4806190178055128
141,122,177.75189180607111,201.63469220422928,9,10,4.532365063743959e-07,7.804214504558509e-07,1.7218856810514374,0.2360043145179773,"[78, 90]","[66, 78]","[4, 4]","[4, 4]",4.289920161417964,3.4828179415839813,True,transition,1.7218856810514374,2.3971697603067033
123,149,222.9776131781576,243.94051760906345,11,12,1.980776441555483e-07,5.028479429051903e-06,25.386405671823777,1.4046012157459336,"[66, 84]","[84, 88]","[4, 3]","[3, 2]",1.8647352298357236,2.135975480213414,True,transition,25.386405671823777,36.75015746605071
123,150,222.9776131781576,243.2682800323035,11,12,1.980776441555483e-07,3.634569436913277e-06,18.3492157956962,1.2636175082132066,"[66, 84]","[84, 93]","[4, 3]","[3, 2]",1.8647352298357236,3.7777557678880456,True,transition,18.349215795696196,8.681596671256843
125,124,684.3554527387522,689.5668749618271,31,31,1.0983353187708908e-10,2.9721457967618607e-10,2.7060459096297538,0.432335160380501,"[67, 149]","[67, 69]","[3, 3]","[3, 2]",5.164908685792632,4.87157689794774,True,remote,2.7060459096297538,2.41849727303175
124,127,689.5668749618271,713.4304298630037,31,32,2.9721457967618607e-10,9.151900950622296e-11,0.3079223421876965,-0.5115587984732097,"[67, 69]","[69, 82]","[3, 2]","[2, 2]",4.87157689794774,4.408565056819931,True,remote,0.3079223421876965,0.3477920101040967
226,125,668.604201446997,684.3554527387522,30,31,2.6084301939921925e-10,1.0983353187708908e-10,0.4210713866526338,-0.3756442694823176,"[144, 149]","[67, 149]","[2, 3]","[3, 3]",4.271944377385594,5.164908685792632,True,remote,0.4210713866526337,0.3977111943475948
125,231,684.3554527387522,691.8881989660945,31,31,1.0983353187708908e-10,4.2358849156971767e-10,3.8566409031054474,0.5862092030195085,"[67, 149]","[149, 194]","[3, 3]","[3, 1]",5.164908685792632,3.4610789204311168,True,remote,3.8566409031054465,6.012130532832422
126,138,614.0971693875849,637.0680425203719,28,29,1.7783925030014795e-09,2.2970611189392463e-09,1.2916502487850037,0.1111449319362982,"[68, 75]","[75, 76]","[3, 2]","[2, 2]",3.62051538034812,2.3242212523709505,True,transition,1.2916502487850037,3.149660304002589
127,146,713.4304298630037,732.1132042338509,32,33,9.151900950622296e-11,1.1475942824233104e-09,12.539408901112266,1.0982770646417714,"[69, 82]","[82, 97]","[2, 2]","[2, 2]",4.408565056819931,1.611473123825352,False,remote,12.539408901112267,116.10263325061334
128,173,553.617774404965,576.2332352980724,25,26,8.065284723887415e-10,1.714561726003551e-09,2.125853934115228,0.3275334211529372,"[70, 100]","[100, 161]","[3, 3]","[3, 1]",4.618706988368537,1.1460749872691167,True,transition,2.125853934115228,58.16790733468622
128,174,553.617774404965,574.7400491344919,25,26,8.065284723887415e-10,2.516419750866738e-09,3.120063131080436,0.4941633815833423,"[70, 100]","[100, 184]","[3, 3]","[3, 2]",4.618706988368537,3.828349460803004,True,transition,3.1200631310804363,4.16306821400003
129,130,498.1474445773469,503.392764003044,23,23,1.596076324563843e-08,1.0387145545848804e-08,0.6507925332886121,-0.1865574384797334,"[71, 80]","[71, 87]","[4, 2]","[4, 3]",2.8159751372841484,4.40718035822897,True,transition,0.6507925332886121,0.30314376529583964
131,129,490.7211261809264,498.1474445773469,23,23,1.5204192901395006e-08,1.596076324563843e-08,1.049760638341678,0.021090284500429,"[71, 125]","[71, 80]","[4, 4]","[4, 2]",3.271101961403513,2.8159751372841484,True,transition,1.049760638341678,1.354820460017623
129,143,498.1474445773469,516.0678003449825,23,24,1.596076324563843e-08,5.8034978182528286e-09,0.363610294127929,-0.439363830016433,"[71, 80]","[80, 123]","[4, 2]","[2, 2]",2.8159751372841484,2.581981560906652,True,transition,0.363610294127929,0.42217090546226244
131,130,490.7211261809264,503.392764003044,23,23,1.5204192901395006e-08,1.0387145545848804e-08,0.6831763851730511,-0.1654671539793044,"[71, 125]","[71, 87]","[4, 4]","[4, 3]",3.271101961403513,4.40718035822897,True,transition,0.6831763851730511,0.41070537554958375
130,154,503.392764003044,526.7329646423665,23,24,1.0387145545848804e-08,1.6459771788739732e-08,1.584628973964636,0.1999275924702352,"[71, 87]","[87, 95]","[4, 3]","[3, 3]",4.40718035822897,2.2881504299093827,True,transition,1.5846289739646364,5.459948303777
